example_id                                                                    | status  | run_time               |
./spec/models/enrollment_spec.rb[1:4:2:2]                                     | passed  | 0.04816 seconds        |
./spec/models/homework_spec.rb[1:1:1]                                         | passed  | 0.03935 seconds        |
./spec/models/homework_spec.rb[1:1:2]                                         | passed  | 0.06385 seconds        |
./spec/models/homework_spec.rb[1:1:3]                                         | passed  | 0.04698 seconds        |
./spec/models/homework_spec.rb[1:2:1]                                         | passed  | 0.03239 seconds        |
./spec/models/multiplier_spec.rb[1:1]                                         | passed  | 0.00883 seconds        |
./spec/models/multiplier_spec.rb[1:2]                                         | passed  | 0.01562 seconds        |
./spec/models/multiplier_spec.rb[1:3]                                         | passed  | 0.00333 seconds        |
./spec/models/question_spec.rb[1:1]                                           | passed  | 0.05606 seconds        |
./spec/models/question_spec.rb[1:2:1:1]                                       | passed  | 0.03965 seconds        |
./spec/models/question_spec.rb[1:2:1:2]                                       | passed  | 0.01796 seconds        |
./spec/models/question_spec.rb[1:3:1:1]                                       | passed  | 0.03886 seconds        |
./spec/models/question_spec.rb[1:3:1:2]                                       | passed  | 0.03347 seconds        |
./spec/models/question_spec.rb[1:3:1:3]                                       | passed  | 0.03333 seconds        |
./spec/models/question_spec.rb[1:3:1:4]                                       | passed  | 0.03331 seconds        |
./spec/models/question_spec.rb[1:4:1:1]                                       | passed  | 0.0279 seconds         |
./spec/models/quiz_spec.rb[1:1:1]                                             | passed  | 0.03628 seconds        |
./spec/models/quiz_spec.rb[1:1:2]                                             | passed  | 0.04511 seconds        |
./spec/models/quiz_spec.rb[1:1:3]                                             | passed  | 0.05971 seconds        |
./spec/models/school_group_spec.rb[1:1]                                       | passed  | 0.00311 seconds        |
./spec/models/school_spec.rb[1:1]                                             | passed  | 0.0112 seconds         |
./spec/models/school_spec.rb[1:2]                                             | passed  | 0.01539 seconds        |
./spec/models/school_spec.rb[1:3]                                             | passed  | 0.01188 seconds        |
./spec/models/school_spec.rb[1:4]                                             | passed  | 0.00994 seconds        |
./spec/models/school_spec.rb[1:5:1]                                           | passed  | 0.00572 seconds        |
./spec/models/school_spec.rb[1:5:2]                                           | passed  | 0.01581 seconds        |
./spec/models/school_spec.rb[1:6:2]                                           | passed  | 0.0119 seconds         |
./spec/models/subject_map_spec.rb[1:1]                                        | passed  | 0.016 seconds          |
./spec/models/subject_map_spec.rb[1:2]                                        | passed  | 0.01768 seconds        |
./spec/models/subject_map_spec.rb[1:3]                                        | passed  | 0.02568 seconds        |
./spec/models/subject_map_spec.rb[1:4]                                        | passed  | 0.03536 seconds        |
./spec/models/subject_map_spec.rb[1:5:1]                                      | passed  | 0.01327 seconds        |
./spec/models/subject_map_spec.rb[1:5:2]                                      | passed  | 0.02285 seconds        |
./spec/models/subject_map_spec.rb[1:5:3]                                      | passed  | 0.01549 seconds        |
./spec/models/subject_map_spec.rb[1:6:1:1]                                    | passed  | 0.02936 seconds        |
./spec/models/subject_spec.rb[1:1]                                            | passed  | 0.0107 seconds         |
./spec/models/subject_spec.rb[1:2]                                            | passed  | 0.00993 seconds        |
./spec/models/subject_spec.rb[1:3:1:1]                                        | passed  | 0.01781 seconds        |
./spec/models/subject_spec.rb[1:3:1:2]                                        | passed  | 0.01656 seconds        |
./spec/models/subject_spec.rb[1:3:1:3]                                        | passed  | 0.03124 seconds        |
./spec/models/topic_score_spec.rb[1:1]                                        | passed  | 0.00854 seconds        |
./spec/models/topic_score_spec.rb[1:2]                                        | passed  | 0.00829 seconds        |
./spec/models/topic_score_spec.rb[1:3]                                        | passed  | 0.00089 seconds        |
./spec/models/topic_score_spec.rb[1:4]                                        | passed  | 0.00308 seconds        |
./spec/models/topic_score_spec.rb[1:5]                                        | passed  | 0.00605 seconds        |
./spec/models/topic_spec.rb[1:1]                                              | passed  | 0.00261 seconds        |
./spec/models/topic_spec.rb[1:2]                                              | passed  | 0.0032 seconds         |
./spec/models/user_spec.rb[1:1:1:1]                                           | passed  | 0.02191 seconds        |
./spec/models/user_spec.rb[1:1:1:2]                                           | passed  | 0.01587 seconds        |
./spec/models/user_spec.rb[1:2:1:1]                                           | passed  | 0.02388 seconds        |
./spec/models/user_spec.rb[1:2:1:2]                                           | passed  | 0.02665 seconds        |
./spec/models/user_spec.rb[1:2:1:3]                                           | passed  | 0.02438 seconds        |
./spec/models/user_spec.rb[1:2:1:4]                                           | passed  | 0.02824 seconds        |
./spec/models/user_spec.rb[1:2:1:5]                                           | passed  | 0.0334 seconds         |
./spec/requests/customise_controller_spec.rb[1:1:1]                           | passed  | 0.05327 seconds        |
./spec/requests/question_controller_spec.rb[1:1:1]                            | passed  | 0.02282 seconds        |
./spec/requests/question_controller_spec.rb[1:2:1]                            | passed  | 0.04013 seconds        |
./spec/requests/quizzes_controller_spec.rb[1:1:1]                             | passed  | 0.03235 seconds        |
./spec/requests/quizzes_controller_spec.rb[1:1:2:1]                           | passed  | 0.04502 seconds        |
./spec/requests/quizzes_controller_spec.rb[1:2:1]                             | passed  | 0.02188 seconds        |
./spec/requests/quizzes_controller_spec.rb[1:2:2]                             | passed  | 0.04364 seconds        |
./spec/requests/quizzes_controller_spec.rb[1:2:3]                             | passed  | 0.039 seconds          |
./spec/requests/quizzes_controller_spec.rb[1:3:1]                             | passed  | 0.01934 seconds        |
./spec/requests/quizzes_controller_spec.rb[1:3:2]                             | passed  | 0.02122 seconds        |
./spec/requests/quizzes_controller_spec.rb[1:4:1:1]                           | passed  | 0.0723 seconds         |
./spec/requests/quizzes_controller_spec.rb[1:4:1:2]                           | passed  | 0.06188 seconds        |
./spec/requests/quizzes_controller_spec.rb[1:4:2:1]                           | passed  | 0.11153 seconds        |
./spec/requests/quizzes_controller_spec.rb[1:4:2:2]                           | passed  | 0.08363 seconds        |
./spec/requests/quizzes_controller_spec.rb[1:4:2:3]                           | passed  | 0.09946 seconds        |
./spec/services/challenge/add_new_challenges*_spec.rb[1:1:1]                  | passed  | 0.06382 seconds        |
./spec/services/challenge/add_new_challenges*_spec.rb[1:1:2]                  | passed  | 0.01936 seconds        |
./spec/services/challenge/add_new_challenges*_spec.rb[1:1:3]                  | passed  | 0.01394 seconds        |
./spec/services/challenge/process_expired_challenges*_spec.rb[1:1:1]          | passed  | 0.02197 seconds        |
./spec/services/challenge/process_expired_challenges*_spec.rb[1:1:2]          | passed  | 0.04821 seconds        |
./spec/services/challenge/process_expired_challenges*_spec.rb[1:1:3]          | passed  | 0.01866 seconds        |
./spec/services/challenge/update_challenge_progress*_spec.rb[1:1:1]           | passed  | 0.0404 seconds         |
./spec/services/challenge/update_challenge_progress*_spec.rb[1:1:2]           | passed  | 0.03716 seconds        |
./spec/services/challenge/update_challenge_progress*_spec.rb[1:1:3]           | passed  | 0.04638 seconds        |
./spec/services/challenge/update_challenge_progress*_spec.rb[1:1:4]           | passed  | 0.0467 seconds         |
./spec/services/challenge/update_challenge_progress*_spec.rb[1:1:5]           | passed  | 0.04156 seconds        |
./spec/services/challenge/update_challenge_progress*_spec.rb[1:1:6]           | passed  | 0.04565 seconds        |
./spec/services/challenge/update_challenge_progress*_spec.rb[1:2:1]           | passed  | 0.04362 seconds        |
